94;5013.00;10.50;1053.00;big
94;5127.00;9.50;921.00;big
95;48.00;9.50;1185.00;big
95;5475.00;9.50;1177.00;big
96;9.00;9.50;1540.00;big
96;5448.00;9.50;1500.00;big
97;78.00;9.50;670.00;big
97;5452.00;10.38;746.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3366.00;9.50;1062.00;small
100;3535.00;9.50;845.00;small
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3599.00;9.50;696.00;big
102;3499.00;9.50;516.00;big
103;3469.00;9.50;345.00;small
103;3381.00;9.50;244.00;small
104;3735.00;9.50;882.00;big
104;3849.00;9.50;963.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1054.00;9.50;1241.00;big
106;1284.00;9.50;1091.00;big
107;1515.00;9.50;919.00;small
107;1439.00;9.50;995.00;small
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;268.00;9.50;147.00;big
112;672.00;9.50;120.00;big
113;665.00;9.50;333.00;big
113;824.00;9.50;457.00;big
114;642.00;9.50;1686.00;big
114;342.00;9.50;1730.00;big
115;578.00;9.50;1448.00;big
115;748.00;9.50;1471.00;big
116;3698.00;12.40;1221.00;big
116;3606.00;12.73;1242.00;big
116;3669.00;11.00;1097.00;big
116;3585.00;9.90;1154.00;big
117;1508.00;10.40;1405.00;small
117;1586.00;11.43;1523.00;small
118;921.00;14.93;1560.00;big
119;1249.00;10.80;1413.00;big
120;1138.00;12.40;1649.00;big
120;1226.00;13.38;1553.00;big
121;1573.00;10.60;1661.00;big
121;1912.00;10.40;1739.00;big
122;1051.00;11.90;1807.00;big
123;1202.00;15.40;1211.00;small
123;1262.00;15.32;1201.00;small
124;1772.00;10.65;971.00;big
124;1658.00;10.20;895.00;big
125;2206.00;10.73;735.00;big
125;2026.00;10.70;504.00;big
125;2128.00;11.98;566.00;big
126;2879.00;12.30;1241.00;small
126;2943.00;10.85;1223.00;small
126;2803.00;13.88;1221.00;small
127;2842.00;12.78;1118.00;small
127;2717.00;10.30;988.00;small
127;3236.00;10.30;1111.00;small
127;3231.00;10.85;1031.00;small
127;3103.00;11.75;994.00;small
127;2956.00;14.43;950.00;small
128;3288.00;10.05;1138.00;big
128;3324.00;10.25;1057.00;small
129;3358.00;13.12;1310.00;big
129;3270.00;13.60;1304.00;big
130;3387.00;10.20;1489.00;big
130;3318.00;10.20;1531.00;big
130;3326.00;9.60;1450.00;big
130;3254.00;10.60;1502.00;small
131;3273.00;10.10;1578.00;big
131;3252.00;10.20;1615.00;big
132;3274.00;9.82;1682.00;big
132;3321.00;9.70;1725.00;big
133;3452.00;10.00;1669.00;big
133;3367.00;10.10;1664.00;big
133;3430.00;10.07;1597.00;big
134;3491.00;13.75;1357.00;small
134;3532.00;13.40;1327.00;small
135;3443.00;10.12;1421.00;big
135;3519.00;9.60;1423.00;big
136;3822.00;10.00;1574.00;big
136;3882.00;11.35;1502.00;big
136;3969.00;9.85;1542.00;big
137;3420.00;10.30;1529.00;big
137;3449.00;9.90;1486.00;big
137;3466.00;9.93;1526.00;big
137;3499.00;9.95;1495.00;big
138;3517.00;9.93;1650.00;small
138;3607.00;10.15;1689.00;small
139;3140.00;13.98;120.00;big
139;3243.00;13.85;219.00;big
140;2935.00;13.93;767.00;big
140;2611.00;11.53;820.00;big
140;2807.00;10.35;800.00;big
141;4166.00;10.38;1045.00;big
141;4238.00;10.53;1054.00;big
142;4383.00;9.70;877.00;big
142;4375.00;10.45;927.00;big
143;4578.00;10.12;1215.00;big
143;4628.00;9.70;1283.00;big
144;4555.00;12.93;1278.00;big
144;4509.00;11.43;1217.00;big
145;4241.00;11.20;1379.00;big
145;4131.00;11.12;1407.00;big
146;4026.00;22.23;1178.00;big
146;4129.00;23.10;1125.00;big
146;4245.00;21.93;1122.00;big
147;4382.00;10.70;1954.00;big
147;4961.00;12.28;1946.00;big
148;4931.00;10.45;1469.00;big
148;4837.00;10.70;1574.00;big
149;4605.00;12.62;1586.00;big
149;4431.00;11.40;1622.00;big
150;3579.00;10.20;1758.00;big
150;3538.00;9.98;1844.00;big
150;3717.00;9.73;1873.00;big
151;4135.00;10.32;1666.00;big
151;4126.00;10.40;1577.00;big
151;4042.00;10.40;1655.00;big
152;4576.00;12.80;1468.00;big
152;4383.00;14.32;1429.00;big
152;4493.00;13.35;1442.00;big
153;3948.00;9.80;1029.00;big
153;4047.00;10.43;1065.00;big
154;4882.00;12.25;1209.00;big
154;4991.00;12.10;1283.00;big
155;4814.00;12.15;1418.00;big
155;4710.00;10.28;1360.00;big
155;4715.00;11.55;1481.00;big
156;4708.00;11.75;198.00;small
156;4946.00;9.95;158.00;small
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4525.00;12.10;534.00;small
158;4730.00;9.50;516.00;small
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2528.00;13.35;1895.00;small
161;2475.00;10.65;1884.00;small
162;3812.00;13.75;1207.00;big
162;3884.00;16.93;1231.00;big
163;1854.00;10.07;668.00;big
163;1803.00;9.70;809.00;big
163;1960.00;9.70;829.00;big
164;4679.00;9.80;1149.00;big
164;4652.00;9.80;1196.00;big
165;4508.00;9.95;1019.00;big
165;4577.00;9.82;1032.00;big
166;1665.00;9.50;2038.00;big
166;1485.00;9.50;1971.00;big
167;4932.00;11.78;600.00;big
167;5023.00;12.90;555.00;big
167;5108.00;14.68;517.00;big
168;3066.00;9.50;1366.00;small
169;2950.00;12.55;1335.00;big
170;1601.00;9.50;1382.00;big
170;1590.00;9.68;1268.00;big
171;457.00;9.50;1884.00;small
171;815.00;9.60;1749.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
173;2886.00;9.50;1716.00;small
173;2901.00;9.50;1649.00;small
174;2905.00;9.50;1813.00;small
174;3058.00;9.50;1982.00;small
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;113.00;9.50;1486.00;big
176;348.00;9.50;1427.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5590.00;9.50;371.00;big
178;85.00;9.50;391.00;big
179;493.00;9.50;385.00;big
179;329.00;9.50;445.00;big
180;5594.00;9.50;947.00;big
180;129.00;9.50;868.00;big
181;3518.00;12.32;341.00;big
182;2717.00;11.35;1210.00;small
182;2597.00;10.05;983.00;small
182;2640.00;11.03;1082.00;small
183;3057.00;10.98;725.00;big
184;3070.00;13.80;238.00;big
184;3068.00;14.68;451.00;big
185;3292.00;13.70;367.00;big
186;4804.00;10.88;1260.00;small
186;4784.00;12.15;1327.00;small
187;4377.00;9.90;660.00;small
187;4435.00;9.70;596.00;small
188;4394.00;10.95;711.00;small
188;4359.00;11.05;781.00;small
189;4315.00;10.53;941.00;small
189;4297.00;10.70;1019.00;small
190;3932.00;9.85;1172.00;big
190;3861.00;11.28;1093.00;big
191;3187.00;11.55;1983.00;small
191;3048.00;9.50;1916.00;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4893.00;11.18;444.00;small
193;4909.00;10.50;392.00;small
194;5103.00;12.38;149.00;small
194;5055.00;12.12;352.00;small
195;4758.00;11.53;281.00;small
195;4948.00;9.50;229.00;small
196;3449.00;12.00;1077.00;small
196;3568.00;10.30;1024.00;small
197;1757.00;10.70;1667.00;small
197;1647.00;10.85;1593.00;small
198;1421.00;10.00;1544.00;big
199;1037.00;14.65;1519.00;big
200;4284.00;21.05;1235.00;big
200;4365.00;14.53;1256.00;big
201;1675.00;15.15;660.00;small
201;1627.00;10.00;771.00;small
201;1753.00;19.77;528.00;small
202;3198.00;9.50;1278.00;small
203;3609.00;9.50;1085.00;small
204;1175.00;15.60;1291.00;small
204;1084.00;10.75;1354.00;small
205;1321.00;10.07;1137.00;small
205;1400.00;9.93;1141.00;small
206;3047.00;9.50;1626.00;small
207;2985.00;9.50;1662.00;small
208;2808.00;10.43;1490.00;big
208;2779.00;9.62;1466.00;big
209;2684.00;14.00;1354.00;big
209;2728.00;12.10;1355.00;big
210;2699.00;11.43;1292.00;big
210;2758.00;11.93;1291.00;big
211;3545.00;12.73;1219.00;small
211;3531.00;14.78;1286.00;big
212;3489.00;9.70;1195.00;big
213;3567.00;12.82;900.00;big
213;3704.00;9.80;997.00;big
214;4504.00;13.60;1327.00;big
214;4595.00;12.88;1387.00;big
215;4438.00;10.80;1148.00;big
216;4429.00;15.68;1066.00;big
217;3415.00;13.70;1298.00;big
217;3475.00;13.23;1307.00;big
218;4631.00;11.98;1080.00;big
218;4562.00;9.50;1129.00;small
219;2938.00;10.57;1418.00;big
219;2992.00;9.70;1414.00;small
220;2915.00;11.40;1446.00;big
220;2951.00;15.03;1449.00;big
220;2933.00;13.43;1456.00;big
221;3071.00;12.05;1409.00;big
222;3174.00;14.28;1367.00;big
222;3209.00;10.20;1368.00;big
223;3316.00;10.57;940.00;big
223;3284.00;11.20;813.00;big
224;3433.00;10.12;1745.00;big
225;3098.00;10.90;611.00;small
225;3250.00;12.38;628.00;small
225;3237.00;13.32;520.00;small
226;3159.00;10.60;1488.00;small
226;3106.00;12.05;1485.00;big
227;743.00;12.40;2007.00;big
227;1542.00;9.50;2023.00;big
227;1158.00;10.50;2004.00;big
228;5202.00;9.50;2038.00;big
228;5451.00;9.50;2017.00;big
229;3362.00;12.32;558.00;big
229;3356.00;14.23;660.00;big
230;3829.00;9.50;2003.00;big
230;3744.00;9.50;2021.00;big
231;3994.00;17.05;1356.00;big
231;3901.00;15.93;1319.00;big
232;3132.00;9.50;1278.00;big
232;3097.00;9.50;1282.00;big
233;3373.00;10.32;1556.00;big
233;3325.00;10.40;1604.00;big
234;3730.00;10.73;1681.00;big
234;3669.00;10.53;1578.00;big
235;3325.00;9.50;1804.00;big
235;3317.00;10.30;1915.00;big
236;4043.00;12.70;1299.00;big
236;4180.00;12.73;1302.00;big
237;4450.00;14.78;1263.00;big
237;4355.00;13.30;1337.00;big
238;4322.00;15.88;1525.00;big
238;4251.00;12.85;1485.00;big
239;3032.00;12.98;1163.00;big
239;3144.00;9.80;1161.00;big
240;2955.00;9.95;1645.00;big
240;2992.00;9.70;1630.00;big
241;3711.00;9.60;1354.00;big
241;3791.00;10.00;1312.00;big
242;3884.00;10.35;1383.00;big
242;3793.00;9.90;1441.00;big
243;4071.00;11.55;1471.00;big
243;4018.00;11.62;1403.00;big
244;3704.00;10.43;1478.00;big
244;3592.00;9.60;1489.00;big
245;4275.00;11.12;1676.00;big
245;4152.00;9.75;1830.00;big
246;4818.00;13.03;1713.00;big
246;5297.00;10.53;1685.00;big
